# distance_m=257.0
# duration_s=181
# pace=11:44 / km
t,roll,pitch,yaw,tempC,cadence,strideM,deltaH,label
142.000,-5.308,16.489,-61.908,25.82,57.6,0.074,,walking
142.100,2.961,14.455,-61.399,25.82,57.6,0.074,,walking
142.200,24.291,12.250,-57.996,25.83,57.6,0.074,,walking
142.300,45.427,3.245,-54.000,25.83,57.6,0.074,,walking
142.400,48.688,-3.102,-50.640,25.84,57.6,0.074,,walking
142.500,52.450,5.935,-49.369,25.84,57.6,0.074,,walking
142.600,27.549,0.649,-54.478,25.85,57.6,0.074,,walking
142.700,9.001,15.862,-63.156,25.85,57.6,0.074,,walking
142.800,2.756,18.358,-69.435,25.86,57.6,0.074,,walking
142.900,9.032,18.971,-73.712,25.87,57.6,0.074,,walking
143.000,27.041,17.591,-71.428,25.87,57.6,0.074,,walking
143.100,52.955,6.521,-64.254,25.87,57.6,0.074,,walking
143.200,56.684,-6.600,-57.851,25.88,57.6,0.074,,walking
143.300,54.226,-2.585,-58.059,25.88,57.6,0.074,,walking
143.400,21.042,-0.542,-63.339,25.89,57.6,0.074,,walking
143.500,7.094,11.923,-70.275,25.90,57.6,0.074,,walking
143.600,1.270,11.384,-74.233,25.91,57.6,0.074,,walking
143.700,8.238,15.837,-75.629,25.91,57.6,0.074,,walking
143.800,24.782,9.072,-71.425,25.92,57.6,0.074,,walking
143.900,56.525,1.764,-66.377,25.92,57.6,0.074,,walking
144.000,58.426,-8.958,-59.838,25.93,57.6,0.074,,walking
144.100,59.391,-7.035,-61.664,25.94,57.6,0.074,,walking
144.200,26.188,1.505,-68.072,25.94,57.6,0.074,,walking
144.300,-10.514,16.840,-76.493,25.95,57.6,0.074,,walking
144.400,-16.213,20.078,-82.046,25.96,57.6,0.074,,walking
144.500,-3.848,19.072,-84.271,25.97,57.6,0.074,,walking
144.600,17.164,15.153,-81.420,25.97,57.6,0.074,,walking
144.700,50.447,3.685,-74.415,25.98,57.6,0.074,,walking
144.800,55.666,-6.736,-63.101,25.99,57.6,0.074,,walking
144.900,41.351,-0.101,-62.716,25.99,57.6,0.074,,walking
145.000,4.550,5.584,-68.870,26.00,57.6,0.074,,walking
145.100,7.191,18.532,-72.248,26.00,57.6,0.074,,walking
145.200,3.175,14.965,-72.606,26.01,57.6,0.074,,walking
145.300,13.430,13.960,-72.240,26.02,57.6,0.074,,walking
145.400,33.439,8.846,-67.845,26.02,57.6,0.074,,walking
145.500,58.379,2.295,-54.643,26.03,57.6,0.074,,walking
145.600,57.380,-4.742,-40.350,26.04,57.6,0.074,,walking
145.700,53.819,6.048,-36.590,26.04,57.6,0.074,,walking
145.800,11.876,11.866,-50.266,26.05,57.6,0.074,,walking
145.900,6.918,21.370,-62.733,26.05,57.6,0.074,,walking
146.000,2.869,16.079,-66.103,26.06,57.6,0.074,,walking
146.100,12.861,17.429,-65.814,26.06,57.6,0.074,,walking
146.200,32.865,9.360,-59.901,26.07,57.6,0.074,,walking
146.300,58.186,-0.619,-49.560,26.08,57.6,0.074,,walking
146.400,59.251,-9.177,-41.728,26.08,57.6,0.074,,walking
146.500,77.471,2.610,-29.233,26.09,57.6,0.074,,walking
146.600,48.256,13.190,-31.502,26.09,57.6,0.074,,walking
146.700,45.196,24.647,-41.335,26.10,57.6,0.074,,walking
146.800,37.626,21.488,-48.802,26.11,57.6,0.074,,walking
146.900,39.492,17.451,-52.089,26.11,57.6,0.074,,walking
147.000,57.742,9.302,-45.495,26.12,57.6,0.074,,walking
147.100,68.785,-0.779,-35.170,26.12,57.6,0.074,,walking
147.200,71.051,-7.325,-29.706,26.13,57.6,0.074,,walking
147.300,67.455,-0.832,-30.480,26.13,57.6,0.074,,walking
147.400,44.529,15.163,-46.722,26.14,57.6,0.074,,walking
147.500,48.746,28.368,-54.922,26.15,57.6,0.074,,walking
147.600,43.412,24.932,-65.073,26.15,57.6,0.074,,walking
147.700,45.249,20.304,-66.801,26.16,57.6,0.074,,walking
147.800,63.523,9.482,-58.357,26.16,57.6,0.074,,walking
147.900,71.109,-2.747,-38.740,26.17,57.6,0.074,,walking
148.000,71.504,-6.158,-30.101,26.18,57.6,0.074,,walking
148.100,50.466,-6.346,-42.532,26.18,57.6,0.074,,walking
148.200,32.402,6.203,-60.295,26.19,57.6,0.074,,walking
148.300,30.829,21.203,-72.403,26.20,57.6,0.074,,walking
148.400,29.949,19.431,-78.007,26.21,57.6,0.074,,walking
148.500,39.465,15.888,-75.256,26.21,57.6,0.074,,walking
148.600,59.803,5.475,-64.138,26.21,57.6,0.074,,walking
148.700,63.962,-3.300,-49.867,26.22,57.6,0.074,,walking
148.800,68.717,-5.181,-45.507,26.23,57.6,0.074,,walking
148.900,41.623,-1.812,-56.095,26.23,57.6,0.074,,walking
149.000,27.553,16.054,-68.526,26.24,57.6,0.074,,walking
149.100,21.615,23.283,-76.816,26.24,57.6,0.074,,walking
149.200,25.392,21.710,-80.699,26.25,57.6,0.074,,walking
149.300,35.909,16.768,-78.677,26.25,57.6,0.074,,walking
149.400,58.996,5.939,-67.823,26.26,57.6,0.074,,walking
149.500,61.779,-3.520,-53.357,26.27,57.6,0.074,,walking
149.600,68.498,-1.579,-47.038,26.27,57.6,0.074,,walking
149.700,48.449,3.892,-52.447,26.27,57.6,0.074,,walking
149.800,35.959,18.835,-63.958,26.28,57.6,0.074,,walking
149.900,29.380,26.526,-71.570,26.29,57.6,0.074,,walking
150.000,31.722,22.461,-74.571,26.29,57.6,0.074,,walking
150.100,43.341,18.054,-73.237,26.30,57.6,0.074,,walking
150.200,60.143,13.008,-62.592,26.30,57.6,0.074,,walking
150.300,63.680,3.130,-52.060,26.30,57.6,0.074,,walking
150.400,69.730,2.461,-51.525,26.31,57.6,0.074,,walking
150.500,47.584,-2.122,-57.800,26.31,57.6,0.074,,walking
150.600,11.157,11.913,-66.346,26.32,57.6,0.074,,walking
150.700,7.101,21.207,-71.220,26.33,57.6,0.074,,walking
150.800,10.976,23.866,-72.141,26.33,57.6,0.074,,walking
150.900,22.829,19.124,-67.138,26.34,57.6,0.074,,walking
151.000,48.764,8.164,-59.115,26.34,57.6,0.074,,walking
151.100,58.204,0.037,-51.901,26.35,57.6,0.074,,walking
151.200,65.046,-1.411,-45.942,26.36,57.6,0.074,,walking
151.300,43.568,-5.927,-51.276,26.36,57.6,0.074,,walking
151.400,7.419,9.413,-61.737,26.37,57.6,0.074,,walking
151.500,3.209,14.701,-68.658,26.37,57.6,0.074,,walking
151.600,10.163,15.597,-71.098,26.38,57.6,0.074,,walking
151.700,25.970,11.963,-68.258,26.38,57.6,0.074,,walking
151.800,54.215,3.707,-60.800,26.39,57.6,0.074,,walking
151.900,56.653,-5.207,-53.615,26.40,57.6,0.074,,walking
152.000,50.081,0.802,-52.639,26.40,57.6,0.074,,walking
152.100,10.260,-1.962,-63.276,26.41,57.6,0.074,,walking
152.200,-16.427,13.766,-69.506,26.41,57.6,0.074,,walking
152.300,-18.752,14.122,-73.132,26.42,57.6,0.074,,walking
152.400,-0.118,12.008,-72.956,26.42,57.6,0.074,,walking
152.500,25.888,7.124,-71.226,26.43,57.6,0.074,,walking
152.600,49.201,-4.401,-66.143,26.43,57.6,0.074,,walking
152.700,52.587,-10.238,-62.210,26.44,57.6,0.074,,walking
152.800,42.649,2.066,-62.786,26.44,57.6,0.074,,walking
152.900,16.243,-6.774,-69.363,26.45,57.6,0.074,,walking
153.000,2.429,9.095,-72.178,26.45,57.6,0.074,,walking
153.100,1.535,6.381,-75.387,26.46,57.6,0.074,,walking
153.200,13.505,9.897,-75.536,26.46,57.6,0.074,,walking
153.300,31.177,3.711,-72.797,26.46,57.6,0.074,,walking
153.400,53.529,-3.341,-67.078,26.47,57.6,0.074,,walking
153.500,57.251,-10.165,-63.854,26.48,57.6,0.074,,walking
153.600,63.428,-1.025,-62.376,26.48,57.6,0.074,,walking
153.700,45.640,4.957,-65.184,26.48,57.6,0.074,,walking
153.800,43.824,21.491,-72.108,26.49,57.6,0.074,,walking
153.900,34.402,18.556,-75.811,26.49,57.6,0.074,,walking
154.000,36.397,17.617,-77.021,26.50,57.6,0.074,,walking
154.100,51.562,9.921,-73.062,26.50,57.6,0.074,,walking
154.200,69.027,0.489,-58.493,26.50,57.6,0.074,,walking
154.300,68.886,-5.653,-47.658,26.50,57.6,0.074,,walking
154.400,67.171,-0.757,-45.588,26.50,57.6,0.074,,walking
154.500,40.232,-1.039,-55.920,26.51,57.6,0.074,,walking
154.600,42.692,16.799,-62.958,26.51,57.6,0.074,,walking
154.700,33.887,15.272,-66.725,26.52,57.6,0.074,,walking
154.800,38.695,15.389,-69.045,26.52,57.6,0.074,,walking
154.900,55.716,8.924,-64.524,26.53,57.6,0.074,,walking
155.000,70.213,1.651,-52.486,26.54,57.6,0.074,,walking
155.100,70.891,-6.220,-45.321,26.54,57.6,0.074,,walking
155.200,60.347,-0.344,-47.092,26.54,57.6,0.074,,walking
155.300,26.246,6.798,-61.576,26.55,57.6,0.074,,walking
155.400,27.658,22.175,-70.118,26.55,57.6,0.074,,walking
155.500,26.119,22.184,-74.369,26.55,57.6,0.074,,walking
155.600,31.957,22.326,-74.778,26.55,57.6,0.074,,walking
155.700,50.985,11.160,-71.075,26.55,57.6,0.074,,walking
155.800,66.386,4.429,-63.389,26.55,57.6,0.074,,walking
155.900,72.747,-3.716,-56.892,26.55,57.6,0.074,,walking
156.000,44.027,0.972,-62.788,26.55,57.6,0.074,,walking
156.100,16.750,10.662,-70.349,26.56,57.6,0.074,,walking
156.200,23.624,26.195,-76.205,26.56,57.6,0.074,,walking
156.300,25.278,26.008,-78.092,26.56,57.6,0.074,,walking
156.400,31.003,21.393,-75.025,26.55,57.6,0.074,,walking
156.500,54.521,11.079,-66.037,26.55,57.6,0.074,,walking
156.600,65.049,2.594,-52.228,26.56,57.6,0.074,,walking
156.700,70.501,-3.772,-44.967,26.56,57.6,0.074,,walking
156.800,39.099,1.240,-53.759,26.56,57.6,0.074,,walking
156.900,0.464,5.041,-65.540,26.56,57.6,0.074,,walking
157.000,-7.624,17.970,-72.521,26.57,57.6,0.074,,walking
157.100,4.450,20.579,-73.209,26.57,57.6,0.074,,walking
157.200,20.883,16.355,-69.463,26.57,57.6,0.074,,walking
157.300,46.956,7.247,-59.037,26.56,57.6,0.074,,walking
157.400,55.789,-0.961,-48.047,26.57,57.6,0.074,,walking
157.500,49.785,2.686,-43.775,26.57,57.6,0.074,,walking
157.600,19.719,1.869,-53.589,26.58,57.6,0.074,,walking
157.700,-13.423,23.524,-61.935,26.57,57.6,0.074,,walking
157.800,-14.508,26.472,-64.323,26.58,57.6,0.074,,walking
157.900,2.563,24.772,-60.256,26.58,57.6,0.074,,walking
158.000,21.034,19.624,-55.737,26.58,57.6,0.074,,walking
158.100,47.752,6.497,-48.603,26.58,57.6,0.074,,walking
158.200,51.769,-2.446,-44.278,26.59,57.6,0.074,,walking
158.300,47.881,7.540,-44.910,26.59,57.6,0.074,,walking
158.400,21.706,8.512,-55.243,26.59,57.6,0.074,,walking
158.500,-20.106,21.496,-63.648,26.60,57.6,0.074,,walking
158.600,-22.081,20.103,-70.445,26.60,57.6,0.074,,walking
158.700,-1.917,18.760,-73.534,26.60,57.6,0.074,,walking
158.800,20.996,11.954,-72.082,26.61,57.6,0.074,,walking
158.900,47.250,1.037,-66.261,26.62,57.6,0.074,,walking
159.000,52.608,-9.006,-62.495,26.62,57.6,0.074,,walking
159.100,24.801,1.089,-65.995,26.62,57.6,0.074,,walking
159.200,10.119,10.302,-71.757,26.63,57.6,0.074,,walking
159.300,-11.638,26.034,-77.331,26.63,57.6,0.074,,walking
159.400,-8.658,21.874,-78.925,26.64,57.6,0.074,,walking
159.500,4.630,20.049,-78.302,26.64,57.6,0.074,,walking
159.600,25.148,8.814,-72.892,26.65,57.6,0.074,,walking
159.700,49.734,-2.989,-64.610,26.66,57.6,0.074,,walking
159.800,55.567,-10.196,-57.974,26.66,57.6,0.074,,walking
159.900,24.786,-3.087,-62.539,26.66,57.6,0.074,,walking
160.000,-6.357,12.680,-70.988,26.67,57.6,0.074,,walking
160.100,-0.109,32.748,-76.070,26.67,57.6,0.074,,walking
160.200,3.196,25.095,-79.030,26.68,57.6,0.074,,walking
160.300,18.032,19.867,-78.023,26.68,57.6,0.074,,walking
160.400,44.348,8.524,-71.247,26.68,57.6,0.074,,walking
160.500,58.830,-1.938,-59.528,26.68,57.6,0.074,,walking
160.600,65.550,-6.800,-52.217,26.69,57.6,0.074,,walking
160.700,61.752,-1.049,-47.333,26.69,57.6,0.074,,walking
160.800,44.169,10.959,-58.775,26.70,57.6,0.074,,walking
160.900,32.261,29.025,-71.027,26.70,57.6,0.074,,walking
161.000,34.383,25.065,-75.847,26.71,57.6,0.074,,walking
161.100,42.550,23.771,-73.212,26.71,57.6,0.074,,walking
161.200,60.506,12.951,-61.991,26.72,57.6,0.074,,walking
161.300,67.518,1.850,-45.641,26.72,57.6,0.074,,walking
161.400,70.774,-2.989,-40.430,26.73,57.6,0.074,,walking
161.500,64.240,4.343,-41.599,26.73,57.6,0.074,,walking
161.600,73.135,19.427,-37.120,26.73,57.6,0.074,,walking
161.700,59.718,31.106,-28.983,26.74,57.6,0.074,,walking
161.800,49.884,22.503,-58.302,26.74,57.6,0.074,,walking
161.900,55.552,15.153,-72.867,26.74,57.6,0.074,,walking
162.000,79.129,9.973,-25.803,26.75,57.6,0.074,,walking
162.100,72.392,7.785,17.865,26.76,57.6,0.074,,walking
162.200,73.643,1.571,35.453,26.76,57.6,0.074,,walking
162.300,82.566,0.192,26.931,26.76,57.6,0.074,,walking
162.400,78.789,2.630,-20.661,26.76,57.6,0.074,,walking
162.500,57.465,-2.159,-48.596,26.77,57.6,0.074,,walking
162.600,14.697,-1.035,-61.986,26.77,57.6,0.074,,walking
162.700,-36.662,-3.197,-19.424,26.77,57.6,0.074,,walking
162.800,-79.887,-16.906,30.523,26.76,57.6,0.074,,walking
162.900,-97.264,-29.785,53.931,26.73,57.6,0.074,,walking
163.000,-89.231,-34.823,40.122,26.71,57.6,0.074,,walking
163.100,-63.331,-25.182,-6.045,26.67,57.6,0.074,,walking
163.200,-43.617,-15.723,-42.993,26.65,57.6,0.074,,walking
163.300,-62.716,-3.323,-67.728,26.64,57.6,0.074,,walking
163.400,-76.970,5.759,-82.138,26.62,57.6,0.074,,walking
163.500,-56.367,5.935,-83.071,26.62,57.6,0.074,,walking
163.600,-16.046,6.464,-81.277,26.61,57.6,0.074,,walking
163.700,20.161,5.303,-69.713,26.61,57.6,0.074,,walking
163.800,8.167,-1.388,-53.627,26.62,57.6,0.074,,walking
163.900,23.662,-14.460,-51.199,26.62,57.6,0.074,,walking
164.000,33.960,-8.871,-72.797,26.62,57.6,0.074,,walking
164.100,30.907,-2.236,-76.369,26.63,57.6,0.074,,walking
164.200,8.750,-6.289,-76.213,26.63,57.6,0.074,,walking
164.300,46.505,-6.192,-74.723,26.63,57.6,0.074,,walking
164.400,-25.695,-15.274,-65.982,26.61,57.6,0.074,,walking
164.500,-68.919,-27.252,-51.832,26.58,57.6,0.074,,walking
164.600,-80.323,-25.662,-44.840,26.56,57.6,0.074,,walking
164.700,-60.736,-23.438,-44.308,26.54,57.6,0.074,,walking
164.800,-36.697,-22.936,-57.695,26.52,57.6,0.074,,walking
164.900,-52.875,-14.791,-71.519,26.51,57.6,0.074,,walking
165.000,-69.219,-0.651,-80.514,26.50,57.6,0.074,,walking
165.100,-57.162,1.642,-83.302,26.51,57.6,0.074,,walking
165.200,-34.302,0.524,-81.879,26.51,57.6,0.074,,walking
165.300,0.808,-3.123,-77.636,26.51,57.6,0.074,,walking
165.400,26.834,-12.065,-74.176,26.51,57.6,0.074,,walking
165.500,31.004,-21.174,-70.509,26.52,57.6,0.074,,walking
165.600,35.451,-16.983,-75.272,26.52,57.6,0.074,,walking
165.700,1.931,-6.386,-80.984,26.53,57.6,0.074,,walking
165.800,10.342,12.040,-86.350,26.54,57.6,0.074,,walking
165.900,6.644,14.358,-88.857,26.55,57.6,0.074,,walking
166.000,13.354,13.487,-91.222,26.55,57.6,0.074,,walking
166.100,32.204,10.555,-86.184,26.56,57.6,0.074,,walking
166.200,57.500,0.593,-78.679,26.56,57.6,0.074,,walking
166.300,58.896,-9.411,-63.111,26.57,57.6,0.074,,walking
166.400,62.527,-10.456,-69.842,26.57,57.6,0.074,,walking
166.500,24.447,-12.063,-77.290,26.57,57.6,0.074,,walking
166.600,-14.123,-0.273,-82.678,26.58,57.6,0.074,,walking
166.700,-45.300,16.181,-86.817,26.59,57.6,0.074,,walking
166.800,-37.436,14.200,-83.263,26.59,57.6,0.074,,walking
166.900,-7.781,10.698,-75.305,26.59,57.6,0.074,,walking
167.000,16.624,-0.062,-65.075,26.60,57.6,0.074,,walking
167.100,30.946,-8.024,-60.144,26.60,57.6,0.074,,walking
167.200,39.681,-1.702,-64.135,26.60,57.6,0.074,,walking
167.300,14.419,-6.972,-70.240,26.60,57.6,0.074,,walking
167.400,11.166,5.753,-74.493,26.61,57.6,0.074,,walking
167.500,15.101,20.963,-80.356,26.61,57.6,0.074,,walking
167.600,17.425,21.521,-83.256,26.62,57.6,0.074,,walking
167.700,28.951,14.701,-81.090,26.62,57.6,0.074,,walking
167.800,57.463,7.220,-70.318,26.62,57.6,0.074,,walking
167.900,63.605,-0.335,-40.192,26.63,57.6,0.074,,walking
168.000,71.363,-7.559,-21.675,26.63,57.6,0.074,,walking
168.100,67.164,-3.523,-35.096,26.63,57.6,0.074,,walking
168.200,11.750,1.879,-56.260,26.63,57.6,0.074,,walking
168.300,-39.072,13.057,-61.338,26.63,57.6,0.074,,walking
168.400,-52.030,20.154,-50.001,26.62,57.6,0.074,,walking
168.500,-32.610,13.021,-36.306,26.60,57.6,0.074,,walking
168.600,-1.590,3.186,-31.258,26.60,57.6,0.074,,walking
168.700,16.982,-1.504,-30.989,26.59,57.6,0.074,,walking
168.800,36.884,-1.851,-37.780,26.59,57.6,0.074,,walking
168.900,30.095,-4.318,-53.541,26.59,57.6,0.074,,walking
169.000,-8.940,-4.285,-65.825,26.59,57.6,0.074,,walking
169.100,-53.578,7.246,-70.862,26.59,57.6,0.074,,walking
169.200,-68.643,11.810,-64.238,26.59,57.6,0.074,,walking
169.300,-45.363,10.945,-53.885,26.57,57.6,0.074,,walking
169.400,-14.280,3.270,-46.667,26.56,57.6,0.074,,walking
169.500,8.352,-6.890,-42.317,26.56,57.6,0.074,,walking
169.600,26.075,-10.455,-45.985,26.55,57.6,0.074,,walking
169.700,40.489,-12.218,-60.389,26.55,57.6,0.074,,walking
169.800,21.003,-14.933,-72.400,26.55,57.6,0.074,,walking
169.900,-35.565,-3.233,-73.419,26.54,57.6,0.074,,walking
170.000,-45.162,-4.608,-65.960,26.52,57.6,0.074,,walking
170.100,-10.061,-1.116,-62.876,26.50,57.6,0.074,,walking
170.200,23.983,-6.976,-60.879,26.49,57.6,0.074,,walking
170.300,34.217,-17.398,-56.277,26.48,57.6,0.074,,walking
170.400,44.423,-28.639,-55.583,26.48,57.6,0.074,,walking
170.500,51.057,-26.517,-73.225,26.47,57.6,0.074,,walking
170.600,14.673,-21.748,-81.892,26.47,57.6,0.074,,walking
170.700,-41.618,-6.629,-81.101,26.46,57.6,0.074,,walking
170.800,-71.371,10.680,-69.781,26.46,57.6,0.074,,walking
170.900,-65.360,13.558,-43.648,26.44,57.6,0.074,,walking
171.000,-39.231,0.917,-26.429,26.43,57.6,0.074,,walking
171.100,-15.020,-10.420,-22.685,26.43,57.6,0.074,,walking
171.200,2.705,-13.901,-27.449,26.43,57.6,0.074,,walking
171.300,26.188,4.215,-45.500,26.43,57.6,0.074,,walking
171.400,32.041,24.496,-50.218,26.43,57.6,0.074,,walking
171.500,11.176,10.064,-52.947,26.43,57.6,0.074,,walking
171.600,-28.703,-2.546,-46.318,26.42,57.6,0.074,,walking
171.700,-34.049,-12.369,-29.597,26.41,57.6,0.074,,walking
171.800,-17.443,-40.973,-44.543,26.39,57.6,0.074,,walking
171.900,30.569,-44.078,-63.680,26.38,57.6,0.074,,walking
172.000,36.348,-47.654,-72.612,26.37,57.6,0.074,,walking
172.100,34.916,-38.428,-74.770,26.37,57.6,0.074,,walking
172.200,23.855,-12.750,-75.931,26.37,57.6,0.074,,walking
172.300,43.464,10.821,-72.991,26.37,57.6,0.074,,walking
172.400,52.952,27.840,-62.684,26.38,57.6,0.074,,walking
172.500,45.403,27.947,-56.596,26.38,57.6,0.074,,walking
172.600,44.200,19.097,-61.660,26.39,57.6,0.074,,walking
172.700,25.402,-10.215,-84.603,26.40,57.6,0.074,,walking
172.800,20.560,-31.647,-116.870,26.41,57.6,0.074,,walking
172.900,7.593,-34.142,-129.923,26.41,57.6,0.074,,walking
173.000,3.102,-12.711,-125.852,26.41,57.6,0.074,,walking
173.100,-15.482,15.456,-115.401,26.42,57.6,0.074,,walking
173.200,-22.482,37.020,-107.167,26.43,57.6,0.074,,walking
173.300,-27.091,38.173,-101.324,26.43,57.6,0.074,,walking
173.400,-3.151,26.468,-93.953,26.44,57.6,0.074,,walking
173.500,26.906,9.221,-86.223,26.44,57.6,0.074,,walking
173.600,39.433,-8.198,-81.674,26.45,57.6,0.074,,walking
173.700,42.117,-22.984,-80.482,26.45,57.6,0.074,,walking
173.800,31.703,-8.370,-86.885,26.46,57.6,0.074,,walking
173.900,-9.417,1.186,-92.683,26.46,57.6,0.074,,walking
174.000,-51.796,19.854,-92.900,26.46,57.6,0.074,,walking
174.100,-54.590,15.612,-87.183,26.47,57.6,0.074,,walking
174.200,-28.024,12.225,-82.084,26.47,57.6,0.074,,walking
174.300,4.752,-1.326,-73.896,26.47,57.6,0.074,,walking
174.400,21.167,-14.601,-67.558,26.48,57.6,0.074,,walking
174.500,33.738,-18.476,-67.873,26.48,57.6,0.074,,walking
174.600,23.116,-9.110,-74.794,26.48,57.6,0.074,,walking
174.700,-23.022,1.755,-82.216,26.49,57.6,0.074,,walking
174.800,-58.775,23.026,-86.007,26.49,57.6,0.074,,walking
174.900,-63.357,30.354,-77.520,26.49,57.6,0.074,,walking
175.000,-37.830,21.925,-63.537,26.50,57.6,0.074,,walking
175.100,-6.097,4.493,-56.351,26.50,57.6,0.074,,walking
175.200,16.613,-12.696,-54.535,26.50,57.6,0.074,,walking
175.300,27.820,-24.142,-53.716,26.51,57.6,0.074,,walking
175.400,24.673,-17.748,-68.094,26.51,57.6,0.074,,walking
175.500,-14.447,-8.252,-80.115,26.51,57.6,0.074,,walking
175.600,-60.824,10.402,-84.327,26.52,57.6,0.074,,walking
175.700,-65.931,14.310,-77.003,26.52,57.6,0.074,,walking
175.800,-32.198,8.261,-68.656,26.52,57.6,0.074,,walking
175.900,-4.266,-3.498,-60.598,26.52,57.6,0.074,,walking
176.000,16.080,-15.696,-56.267,26.52,57.6,0.074,,walking
176.100,30.856,-22.642,-57.175,26.52,57.6,0.074,,walking
176.200,0.943,-12.479,-67.206,26.52,57.6,0.074,,walking
176.300,-41.930,2.295,-73.844,26.53,57.6,0.074,,walking
176.400,-59.643,23.786,-74.208,26.53,57.6,0.074,,walking
176.500,-45.155,16.240,-67.051,26.53,57.6,0.074,,walking
176.600,-14.057,5.635,-64.436,26.53,57.6,0.074,,walking
176.700,22.935,-8.087,-61.645,26.53,57.6,0.074,,walking
176.800,29.824,-18.533,-58.282,26.53,57.6,0.074,,walking
176.900,40.315,-13.327,-60.041,26.53,57.6,0.074,,walking
177.000,5.890,-13.385,-71.373,26.53,57.6,0.074,,walking
177.100,-41.971,1.172,-78.644,26.54,57.6,0.074,,walking
177.200,-54.676,21.344,-82.014,26.54,57.6,0.074,,walking
177.300,-30.113,18.788,-82.296,26.54,57.6,0.074,,walking
177.400,0.731,7.114,-75.218,26.54,57.6,0.074,,walking
177.500,29.799,-3.939,-69.335,26.54,57.6,0.074,,walking
177.600,35.555,-17.130,-63.508,26.54,57.6,0.074,,walking
177.700,31.210,-11.622,-68.876,26.54,57.6,0.074,,walking
177.800,-6.247,-6.688,-77.192,26.54,57.6,0.074,,walking
177.900,-32.713,13.483,-83.181,26.55,57.6,0.074,,walking
178.000,-34.397,15.946,-85.869,26.55,57.6,0.074,,walking
178.100,-12.797,12.250,-84.695,26.54,57.6,0.074,,walking
178.200,13.659,1.854,-80.267,26.54,57.6,0.074,,walking
178.300,35.343,-7.774,-72.155,26.54,57.6,0.074,,walking
178.400,34.303,-24.262,-65.516,26.54,57.6,0.074,,walking
178.500,46.149,-16.017,-68.614,26.54,57.6,0.074,,walking
178.600,8.031,-14.547,-76.995,26.54,57.6,0.074,,walking
178.700,-38.809,6.630,-81.736,26.54,57.6,0.074,,walking
178.800,-49.927,17.050,-82.518,26.54,57.6,0.074,,walking
178.900,-34.599,10.000,-77.889,26.54,57.6,0.074,,walking
179.000,-3.600,5.889,-72.956,26.54,57.6,0.074,,walking
179.100,28.725,-8.628,-65.409,26.54,57.6,0.074,,walking
179.200,31.835,-19.826,-58.075,26.54,57.6,0.074,,walking
179.300,35.114,-12.184,-63.165,26.54,57.6,0.074,,walking
179.400,-2.311,-8.694,-73.734,26.54,57.6,0.074,,walking
179.500,-51.117,10.866,-81.598,26.55,57.6,0.074,,walking
179.600,-44.641,21.456,-85.184,26.55,57.6,0.074,,walking
179.700,-25.388,16.162,-86.270,26.54,57.6,0.074,,walking
179.800,3.991,10.686,-83.672,26.54,57.6,0.074,,walking
179.900,39.148,1.183,-77.160,26.54,57.6,0.074,,walking
180.000,39.145,-10.255,-67.289,26.54,57.6,0.074,,walking
180.100,45.743,-8.219,-67.823,26.53,57.6,0.074,,walking
180.200,21.725,-3.607,-77.667,26.53,57.6,0.074,,walking
180.300,-29.802,10.305,-85.099,26.54,57.6,0.074,,walking
180.400,-54.766,27.577,-89.589,26.54,57.6,0.074,,walking
180.500,-38.731,21.205,-89.732,26.53,57.6,0.074,,walking
180.600,-9.307,10.437,-84.774,26.53,57.6,0.074,,walking
180.700,20.113,-1.789,-79.490,26.53,57.6,0.074,,walking
180.800,27.106,-14.149,-75.087,26.53,57.6,0.074,,walking
180.900,39.133,-7.275,-74.481,26.54,57.6,0.074,,walking
181.000,23.848,-12.141,-80.477,26.54,57.6,0.074,,walking
181.100,31.975,6.465,-84.661,26.54,57.6,0.074,,walking
181.200,35.313,23.397,-88.228,26.54,57.6,0.074,,walking
181.300,14.016,17.144,-90.795,26.54,57.6,0.074,,walking
181.400,17.601,16.541,-87.970,26.54,57.6,0.074,,walking
181.500,25.159,11.006,-83.077,26.54,57.6,0.074,,walking
181.600,39.363,1.042,-71.192,26.54,57.6,0.074,,walking
181.700,39.856,-6.685,-58.921,26.54,57.6,0.074,,walking
181.800,27.960,-17.157,-62.335,26.54,57.6,0.074,,walking
181.900,35.064,-17.129,-66.201,26.53,57.6,0.074,,walking
182.000,35.258,-8.008,-73.265,26.53,57.6,0.074,,walking
182.100,9.751,3.731,-75.760,26.53,57.6,0.074,,walking
182.200,-41.785,5.786,-74.368,26.53,57.6,0.074,,walking
182.300,-71.748,14.510,-69.047,26.53,57.6,0.074,,walking
182.400,-91.993,23.963,-61.764,26.53,57.6,0.074,,walking
182.500,-100.641,35.159,-42.352,26.53,57.6,0.074,,walking
182.600,-83.348,26.112,-19.535,26.52,57.6,0.074,,walking
182.700,-60.423,23.536,-5.398,26.51,57.6,0.074,,walking
182.800,-36.330,16.736,-0.893,26.51,57.6,0.074,,walking
182.900,-16.196,10.621,-7.730,26.51,57.6,0.074,,walking
183.000,0.194,2.884,-26.170,26.51,57.6,0.074,,walking
183.100,6.846,3.234,-47.906,26.51,57.6,0.074,,walking
183.200,-17.312,7.464,-60.323,26.50,57.6,0.074,,walking
183.300,-58.241,14.187,-61.514,26.50,57.6,0.074,,walking
